,Expected goals (xG),Total shots,Big chances,Big chances missed,Accurate passes,Accurate passes percentage,Fouls committed,Offsides,Corners,Shots off target,Shots on target,Blocked shots,Hit woodwork,Shots inside box,Shots outside box,xG open play,xG set play,xG on target (xGOT),Passes,Own half,Opposition half,Accurate long balls,Accurate long balls percentage,Accurate crosses,Accurate crosses percentage,Throws,Yellow cards,Red cards,Tackles won,Tackles won percentage,Interceptions,Blocks,Clearances,Keeper saves,Duels won,Ground duels won,Ground duels won percentage,Aerial duels won,Aerial duels won percentage,Successful dribbles,Successful dribbles percentage,score,posession,0,1,2,final_score,odds_predict
47,-0.35000000000000003,2.0,-2.0,-2.0,147.0,0.15000000000000002,-5.0,-3.0,1.0,0.0,-2.0,4.0,0.0,1.0,1.0,0.020000000000000018,-0.38,-0.5700000000000001,147.0,59.0,88.0,23.0,0.36,1.0,-0.14,0.0,0.0,0.0,-2.0,0.7,5.0,-4.0,-9.0,2.0,-2.0,-3.0,-0.10000000000000003,1.0,0.12,2.0,0.0,0.0,36.0,2.4,3.9,2.5,2,0
48,-0.2600000000000001,2.0,-1.0,0.0,-48.0,-0.029999999999999916,-2.0,4.0,1.0,-1.0,1.0,2.0,0.0,1.0,1.0,0.2,0.33,-0.94,-49.0,-72.0,24.0,-13.0,-0.27,0.0,-0.14999999999999997,4.0,0.0,0.0,9.0,0.35,9.0,-2.0,-4.0,-1.0,16.0,13.0,0.37999999999999995,3.0,0.28,2.0,0.47000000000000003,0.0,-10.0,2.6,2.25,4.0,0,1
49,0.6799999999999999,-2.0,1.0,1.0,-95.0,-0.10999999999999999,1.0,0.0,1.0,-1.0,1.0,-2.0,0.0,0.0,-2.0,-0.11000000000000001,,1.17,-98.0,-71.0,-24.0,5.0,0.12,0.0,-0.07,0.0,-2.0,0.0,-1.0,-0.13,-1.0,2.0,2.0,-1.0,-4.0,-5.0,-0.13999999999999996,1.0,0.13999999999999996,-3.0,-0.09000000000000008,0.0,-24.0,2.8,5.0,1.9090909090909092,0,2
50,-0.019999999999999962,5.0,0.0,0.0,38.0,0.030000000000000027,2.0,1.0,-3.0,1.0,2.0,2.0,0.0,3.0,2.0,0.31,-0.32,0.09,35.0,4.0,34.0,4.0,0.12,1.0,0.32,-1.0,0.0,0.0,1.0,-0.21000000000000008,-2.0,-2.0,17.0,-2.0,6.0,4.0,0.10000000000000003,2.0,0.19999999999999996,1.0,0.22999999999999998,0.0,6.0,2.375,2.55,3.8,0,0
51,-0.06,1.0,0.0,0.0,-55.0,-0.05999999999999994,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.14,0.08,0.09,-52.0,-5.0,-50.0,-8.0,-0.04999999999999999,0.0,0.07999999999999999,-3.0,0.0,0.0,5.0,0.5,-2.0,0.0,1.0,-1.0,6.0,3.0,0.08000000000000002,3.0,0.34,4.0,0.42,0.0,-12.0,2.2,3.8,2.8,1,0
52,0.19000000000000006,2.0,0.0,0.0,-128.0,-0.19000000000000006,7.0,-2.0,2.0,-1.0,1.0,2.0,0.0,-3.0,5.0,0.09999999999999998,0.09,0.17000000000000015,-126.0,-76.0,-52.0,-3.0,-0.29999999999999993,-1.0,-0.25,-2.0,0.0,0.0,4.0,0.19999999999999996,0.0,-2.0,-4.0,0.0,3.0,-1.0,-0.050000000000000044,4.0,0.20999999999999996,2.0,0.16999999999999998,1.0,-30.0,3.0,2.2,3.6,1,1
53,0.99,6.0,0.0,-1.0,31.0,0.05999999999999994,-1.0,-1.0,0.0,4.0,1.0,1.0,0.0,4.0,2.0,1.07,-0.08,1.75,23.0,33.0,-2.0,12.0,0.32999999999999996,1.0,0.09999999999999998,-2.0,0.0,0.0,-5.0,-0.20999999999999996,1.0,-1.0,5.0,1.0,4.0,-1.0,-0.040000000000000036,5.0,0.37999999999999995,2.0,-0.23000000000000004,2.0,6.0,34.0,1.01,126.0,1,1
54,0.58,1.0,1.0,0.0,-90.0,-0.040000000000000036,3.0,1.0,-1.0,0.0,3.0,-2.0,0.0,1.0,0.0,0.64,-0.06,0.86,-89.0,-36.0,-54.0,7.0,-0.07000000000000006,-3.0,-0.33,-2.0,-2.0,0.0,-1.0,-0.26999999999999996,0.0,2.0,3.0,-1.0,-1.0,-2.0,-0.050000000000000044,1.0,0.19999999999999996,0.0,0.16999999999999998,2.0,-18.0,21.0,1.0225,67.0,1,1
55,-0.29,-1.0,-1.0,-1.0,-138.0,-0.15000000000000002,5.0,0.0,-2.0,0.0,-1.0,0.0,0.0,2.0,-3.0,-0.09000000000000002,-0.19,-0.05,-133.0,-73.0,-65.0,1.0,-0.019999999999999962,1.0,0.37000000000000005,6.0,0.0,0.0,0.0,-0.09999999999999998,-4.0,1.0,4.0,0.0,-8.0,-11.0,-0.28,3.0,0.42,-9.0,-0.56,0.0,-28.0,2.45,5.699999999999999,2.0,2,2
56,0.29,3.0,1.0,1.0,168.0,0.20999999999999996,-8.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.08,0.21000000000000002,0.6100000000000001,168.0,109.0,59.0,4.0,0.08999999999999997,0.0,-0.2,-3.0,-3.0,0.0,-1.0,0.25000000000000006,-1.0,-1.0,-3.0,-1.0,7.0,7.0,0.18,0.0,-0.030000000000000027,5.0,0.33,0.0,42.0,2.25,2.230769230769231,5.5,1,1
57,0.31,1.0,1.0,1.0,75.0,0.09999999999999998,-8.0,1.0,1.0,4.0,-1.0,-2.0,0.0,-1.0,2.0,0.31999999999999995,-0.01,0.16,79.0,48.0,27.0,-8.0,-0.14999999999999997,-4.0,-0.36,3.0,-2.0,0.0,-2.0,0.04999999999999999,1.0,0.0,4.0,1.0,4.0,6.0,0.14999999999999997,-2.0,-0.06000000000000005,4.0,-0.19,0.0,20.0,2.25,3.0,3.3,2,0
58,0.36,1.0,0.0,-1.0,95.0,0.04999999999999993,-1.0,-2.0,-3.0,0.0,2.0,-1.0,0.0,-1.0,2.0,0.38,-0.03,2.12,101.0,30.0,65.0,-3.0,-0.010000000000000009,2.0,0.15999999999999998,4.0,0.0,0.0,1.0,-0.37,-3.0,1.0,1.0,1.0,16.0,7.0,0.34,9.0,0.36000000000000004,1.0,0.23,3.0,18.0,41.0,1.005,126.0,1,1
59,0.95,8.0,1.0,1.0,161.0,0.15000000000000002,3.0,0.0,0.0,2.0,3.0,3.0,0.0,8.0,0.0,0.8300000000000001,0.12,0.35,154.0,52.0,109.0,-1.0,0.12,4.0,0.24999999999999997,9.0,0.0,0.0,-2.0,-0.38,-2.0,-3.0,-3.0,-2.0,0.0,-5.0,-0.15999999999999998,5.0,0.26,-4.0,-0.4,1.0,32.0,6.0,1.1666666666666667,23.0,1,1
60,0.04000000000000001,1.0,0.0,0.0,-137.0,-0.31000000000000005,1.0,-3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.04000000000000001,0.08,0.010000000000000009,-114.0,-100.0,-37.0,-9.0,-0.29,-3.0,-0.43,-5.0,1.0,0.0,8.0,0.35,7.0,0.0,-2.0,-1.0,6.0,2.0,0.06000000000000005,4.0,0.15999999999999998,-4.0,-0.44,0.0,-28.0,2.25,4.75,2.35,0,0
61,-0.18,-2.0,-1.0,0.0,186.0,0.15999999999999992,1.0,0.0,3.0,1.0,-1.0,-2.0,0.0,0.0,-2.0,-0.11,-0.07,-0.38,192.0,71.0,115.0,5.0,0.27,1.0,,6.0,0.0,0.0,-6.0,-0.08999999999999997,-5.0,2.0,-7.0,0.0,2.0,-2.0,-0.06000000000000005,4.0,0.28,5.0,0.35000000000000003,-1.0,40.0,3.2,5.5,1.7272727272727273,0,2
62,0.09999999999999998,4.0,1.0,1.0,-19.0,-0.040000000000000036,2.0,0.0,-3.0,2.0,2.0,0.0,0.0,3.0,1.0,0.010000000000000009,0.09000000000000001,0.52,-15.0,-21.0,2.0,1.0,0.09000000000000002,2.0,0.25,2.0,-1.0,0.0,2.0,0.51,-1.0,0.0,0.0,-2.0,7.0,8.0,0.21999999999999997,-1.0,-0.07,12.0,0.47,0.0,-6.0,2.3,2.6,3.8,1,0
63,1.48,9.0,2.0,1.0,149.0,0.13,-2.0,1.0,2.0,3.0,1.0,5.0,1.0,6.0,3.0,0.76,-0.07,0.8,156.0,53.0,96.0,3.0,0.28,4.0,0.4,6.0,-2.0,0.0,3.0,0.19,1.0,-5.0,-2.0,0.0,9.0,8.0,0.26,1.0,0.13999999999999996,2.0,0.47000000000000003,1.0,40.0,17.5,1.025,61.0,1,1
64,0.37,8.0,0.0,0.0,17.0,0.0,-9.0,-1.0,3.0,2.0,3.0,3.0,0.0,2.0,6.0,0.25,0.12,0.48,24.0,-5.0,22.0,8.0,0.15000000000000002,5.0,0.3,4.0,-2.0,0.0,-1.0,0.09999999999999998,3.0,-3.0,-14.0,-2.0,9.0,7.0,0.24,2.0,0.10000000000000003,2.0,0.67,1.0,8.0,3.9,1.4166666666666667,9.0,0,1
65,-0.7,-3.0,-3.0,-2.0,-68.0,-0.020000000000000018,2.0,-1.0,-3.0,1.0,-3.0,-1.0,-1.0,-3.0,0.0,-0.7,0.01,-1.0799999999999998,-72.0,-35.0,-33.0,2.0,-0.030000000000000027,1.0,0.11000000000000001,1.0,0.0,0.0,-2.0,-0.09999999999999998,3.0,1.0,5.0,2.0,-5.0,-5.0,-0.26,0.0,0.0,0.0,0.32999999999999996,-1.0,-14.0,4.8,15.0,1.25,0,2
66,0.5800000000000001,-2.0,1.0,0.0,-200.0,-0.14,1.0,2.0,-1.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.97,-0.39,0.48,-209.0,-112.0,-88.0,-13.0,-0.26,-1.0,0.020000000000000018,-5.0,0.0,0.0,5.0,0.39,3.0,2.0,-4.0,1.0,-3.0,0.0,0.0,-3.0,-0.29999999999999993,-2.0,-0.030000000000000027,1.0,-44.0,4.3,1.3636363636363638,10.0,1,1
67,2.02,9.0,6.0,4.0,199.0,0.22999999999999998,-5.0,1.0,5.0,3.0,5.0,1.0,1.0,9.0,0.0,0.9500000000000001,0.28,3.55,194.0,113.0,86.0,15.0,0.45,5.0,,3.0,-1.0,0.0,-3.0,-0.25,-2.0,-1.0,-10.0,-3.0,8.0,6.0,0.21999999999999997,2.0,0.19999999999999996,3.0,0.12000000000000005,2.0,44.0,56.0,1.005,151.0,1,1
68,-0.9200000000000002,-5.0,-3.0,-1.0,-65.0,-0.08000000000000007,-1.0,-2.0,4.0,-1.0,-2.0,-2.0,0.0,-3.0,-2.0,-1.02,0.09999999999999999,-0.9,-64.0,-14.0,-51.0,-3.0,-0.13999999999999996,-2.0,-0.4,-14.0,0.0,0.0,1.0,0.0,1.0,2.0,-1.0,0.0,0.0,2.0,0.06000000000000005,-2.0,-0.15999999999999998,-3.0,-0.23000000000000004,-2.0,-14.0,14.0,51.0,1.04,2,2
69,1.6600000000000001,10.0,4.0,3.0,193.0,0.10999999999999999,1.0,0.0,3.0,0.0,5.0,5.0,0.0,5.0,5.0,1.48,0.18,1.28,204.0,33.0,160.0,-1.0,0.15000000000000002,0.0,-0.18000000000000002,11.0,0.0,0.0,6.0,0.15999999999999992,-12.0,-5.0,-20.0,-3.0,-1.0,6.0,0.14999999999999997,-7.0,-0.6399999999999999,1.0,0.13,1.0,40.0,8.5,1.1,29.0,1,1
70,-1.1400000000000001,-6.0,0.0,0.0,79.0,0.05999999999999994,1.0,0.0,0.0,-2.0,-3.0,-1.0,0.0,-4.0,-2.0,-0.42000000000000004,0.06999999999999999,-1.4100000000000001,82.0,76.0,3.0,0.0,-0.029999999999999916,-3.0,-0.18999999999999997,1.0,0.0,1.0,-4.0,-0.18000000000000005,0.0,1.0,3.0,2.0,-11.0,-11.0,-0.26,0.0,0.0,-6.0,-0.21999999999999997,-1.0,16.0,3.5,5.8,1.63,2,2
71,-0.26,-5.0,1.0,0.0,-32.0,-0.07999999999999996,-2.0,0.0,-5.0,-3.0,1.0,-3.0,0.0,-4.0,-1.0,0.07999999999999999,-0.34,-0.52,-24.0,24.0,-56.0,1.0,-0.13999999999999996,-2.0,0.37000000000000005,-1.0,1.0,0.0,2.0,0.13,3.0,3.0,6.0,0.0,-5.0,1.0,0.010000000000000009,-6.0,-0.28,0.0,0.04999999999999999,1.0,-10.0,2.6,3.0,3.4,1,0
72,0.06,1.0,0.0,0.0,33.0,0.0,-1.0,-1.0,-2.0,1.0,1.0,-1.0,0.0,0.0,1.0,-0.18000000000000002,0.24000000000000002,0.15000000000000002,39.0,8.0,25.0,-6.0,-0.03999999999999998,1.0,0.07,5.0,-1.0,0.0,-2.0,-0.07999999999999996,-6.0,-1.0,-1.0,0.0,1.0,5.0,0.09000000000000008,-4.0,-0.15999999999999998,7.0,0.42000000000000004,1.0,8.0,4.45,1.3157894736842106,11.0,0,1
73,-0.35,-5.0,0.0,0.0,-108.0,-0.12,0.0,-2.0,-2.0,-2.0,-2.0,-1.0,-1.0,-2.0,-3.0,-0.039999999999999994,-0.3,-0.06,-98.0,-2.0,-106.0,-14.0,-0.3,-2.0,-0.22,2.0,0.0,0.0,5.0,0.48999999999999994,-1.0,1.0,4.0,2.0,4.0,4.0,0.10000000000000003,0.0,0.0,3.0,0.24,0.0,-22.0,2.375,4.2,2.45,0,0
74,1.8399999999999999,13.0,2.0,1.0,150.0,0.13,-5.0,1.0,7.0,2.0,6.0,5.0,0.0,10.0,3.0,1.44,0.4,1.29,147.0,74.0,76.0,9.0,0.36,1.0,-0.2,6.0,0.0,0.0,-1.0,0.22000000000000003,0.0,-6.0,-15.0,-4.0,11.0,6.0,0.14999999999999997,5.0,0.45999999999999996,6.0,0.17000000000000004,1.0,34.0,7.0,1.1428571428571428,23.0,1,1
75,1.32,8.0,3.0,0.0,279.0,0.21000000000000008,0.0,1.0,5.0,3.0,4.0,1.0,1.0,6.0,2.0,0.7,0.62,2.34,280.0,95.0,184.0,15.0,0.43999999999999995,1.0,-0.29000000000000004,4.0,0.0,0.0,0.0,0.62,-5.0,-1.0,-13.0,-1.0,1.0,-4.0,-0.15999999999999998,5.0,0.3,2.0,-0.23000000000000004,3.0,54.0,251.0,1.0001,501.0,1,1
76,0.6800000000000002,-2.0,2.0,0.0,118.0,0.06999999999999995,1.0,0.0,-2.0,-2.0,1.0,-1.0,0.0,-2.0,0.0,-0.06,-0.06,1.6,121.0,98.0,20.0,1.0,-0.050000000000000044,-1.0,-0.17,-4.0,0.0,-1.0,8.0,0.050000000000000044,-5.0,1.0,-2.0,1.0,4.0,0.0,,-3.0,-1.0,-4.0,-0.13,3.0,24.0,3.5,1.9333333333333331,3.6,1,1
77,0.20999999999999996,1.0,0.0,0.0,-121.0,-0.020000000000000018,-1.0,1.0,3.0,3.0,0.0,-2.0,1.0,0.0,1.0,0.20999999999999996,,0.04000000000000001,-126.0,-141.0,20.0,-4.0,0.030000000000000027,1.0,-0.05000000000000002,1.0,-2.0,0.0,0.0,0.17000000000000004,1.0,2.0,0.0,0.0,1.0,-1.0,-0.06000000000000005,2.0,0.25,-3.0,-0.75,-1.0,-20.0,4.25,10.0,1.3636363636363638,0,2
78,0.3,3.0,1.0,1.0,56.0,0.039999999999999925,-3.0,-1.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.1,0.2,0.41,55.0,65.0,-9.0,24.0,0.15000000000000002,2.0,0.5,-2.0,-1.0,0.0,-2.0,-0.040000000000000036,1.0,1.0,6.0,0.0,-1.0,0.0,0.0,-1.0,-0.10000000000000003,1.0,0.16999999999999998,1.0,10.0,8.5,1.1,34.0,1,1
79,-0.18000000000000005,-1.0,0.0,-1.0,192.0,0.07999999999999996,-5.0,-1.0,-1.0,-2.0,0.0,1.0,0.0,2.0,-3.0,0.6,0.010000000000000009,-0.55,202.0,140.0,52.0,8.0,0.13000000000000006,-1.0,-0.11,2.0,-1.0,0.0,-2.0,0.08999999999999997,-2.0,0.0,6.0,0.0,0.0,-2.0,-0.040000000000000036,2.0,0.15999999999999998,-2.0,-0.030000000000000027,0.0,36.0,3.1,1.65,7.0,0,1
80,-0.04999999999999999,2.0,-2.0,-2.0,4.0,-0.029999999999999916,5.0,-1.0,-1.0,-2.0,3.0,1.0,1.0,-1.0,3.0,0.24,-0.3,1.09,14.0,-56.0,60.0,13.0,0.13,-2.0,-0.25,8.0,0.0,0.0,3.0,0.22999999999999998,-1.0,-1.0,-11.0,-2.0,-7.0,-4.0,-0.15999999999999998,-3.0,-0.24,-2.0,-0.16999999999999993,1.0,2.0,4.75,1.2857142857142856,13.0,1,1
81,-0.54,-4.0,0.0,0.0,26.0,0.06000000000000005,1.0,0.0,1.0,-3.0,1.0,-2.0,0.0,-2.0,-2.0,-0.06,-0.48000000000000004,-0.04999999999999999,18.0,8.0,18.0,-6.0,-0.06,-3.0,-0.31000000000000005,-3.0,0.0,0.0,-2.0,-0.13,-6.0,2.0,-1.0,-1.0,-8.0,-5.0,-0.18,-3.0,-0.18,-1.0,-0.23,0.0,4.0,2.4,2.875,3.3,2,0
82,0.8200000000000001,6.0,-1.0,0.0,-49.0,-0.08000000000000007,6.0,0.0,5.0,4.0,-1.0,3.0,0.0,6.0,0.0,0.25,0.57,-0.27999999999999997,-44.0,-23.0,-26.0,5.0,0.08999999999999997,2.0,-0.09999999999999998,10.0,0.0,0.0,-7.0,-0.22999999999999998,1.0,-4.0,-7.0,0.0,-6.0,-13.0,-0.56,7.0,0.42,0.0,-0.3,-1.0,-8.0,3.3,6.0,1.6666666666666665,0,2
83,0.36000000000000004,5.0,0.0,0.0,40.0,0.14,0.0,-1.0,2.0,6.0,-1.0,0.0,0.0,5.0,0.0,0.36,-0.009999999999999995,-0.01999999999999999,26.0,5.0,35.0,8.0,0.25,2.0,0.09999999999999998,-5.0,-1.0,0.0,1.0,0.17000000000000004,2.0,0.0,7.0,1.0,2.0,2.0,0.10000000000000003,0.0,0.0,1.0,0.16999999999999998,0.0,8.0,2.5,2.2,4.6,1,1
84,-0.16000000000000003,1.0,0.0,1.0,195.0,0.17000000000000004,3.0,1.0,8.0,0.0,-2.0,3.0,0.0,2.0,-1.0,-0.11000000000000004,-0.05,-0.9,200.0,101.0,94.0,8.0,0.04999999999999999,1.0,-0.09000000000000001,6.0,0.0,0.0,-4.0,0.55,-4.0,-3.0,-20.0,1.0,-19.0,-9.0,-0.36000000000000004,-10.0,-0.8400000000000001,3.0,-0.29000000000000004,-1.0,44.0,3.1,2.3,3.25,1,1
85,1.26,5.0,2.0,0.0,171.0,0.09000000000000008,2.0,-2.0,1.0,4.0,2.0,-1.0,0.0,4.0,1.0,1.26,,1.44,167.0,75.0,96.0,-1.0,0.04999999999999999,1.0,-0.04999999999999999,7.0,0.0,0.0,1.0,-0.07000000000000006,-5.0,1.0,-4.0,-1.0,2.0,3.0,0.13999999999999996,-1.0,-0.34,3.0,0.6699999999999999,1.0,32.0,5.5,1.2222222222222223,16.0,1,1
86,-1.46,1.0,-2.0,0.0,146.0,0.10000000000000009,-3.0,1.0,-1.0,2.0,-1.0,0.0,0.0,1.0,0.0,0.08,0.03,-1.8,143.0,31.0,115.0,-1.0,0.09999999999999998,-2.0,-0.33,-4.0,-1.0,0.0,1.0,0.43000000000000005,-5.0,0.0,-1.0,0.0,-3.0,1.0,0.020000000000000018,-4.0,-0.34,-1.0,-0.42000000000000004,-1.0,32.0,3.25,6.0,1.6666666666666665,2,2
87,1.74,14.0,2.0,2.0,122.0,0.09999999999999998,0.0,0.0,2.0,8.0,3.0,3.0,2.0,10.0,4.0,1.66,0.08,0.39,127.0,-2.0,124.0,0.0,0.25999999999999995,5.0,0.5,8.0,0.0,0.0,3.0,0.010000000000000009,-10.0,-3.0,-5.0,-3.0,12.0,9.0,0.19999999999999996,3.0,0.15999999999999998,5.0,0.29000000000000004,0.0,26.0,3.4,1.475,10.0,1,1
88,0.43999999999999995,9.0,1.0,1.0,214.0,0.15000000000000002,3.0,-1.0,3.0,2.0,5.0,2.0,0.0,6.0,3.0,0.28,0.16,1.34,211.0,81.0,133.0,-2.0,0.28,1.0,0.0,11.0,0.0,0.0,-9.0,-0.17000000000000004,-7.0,-2.0,-6.0,-5.0,-7.0,-8.0,-0.25,1.0,0.12000000000000005,7.0,0.37,0.0,38.0,2.875,1.7,7.5,1,1
89,-1.01,-4.0,-2.0,-1.0,-239.0,-0.15000000000000002,1.0,1.0,-5.0,0.0,-3.0,-1.0,0.0,-5.0,1.0,-0.9199999999999999,-0.09,-1.71,-244.0,-94.0,-145.0,-1.0,-0.35,-1.0,0.25,-10.0,0.0,0.0,7.0,-0.45999999999999996,1.0,1.0,13.0,1.0,12.0,15.0,0.34,-3.0,-0.6000000000000001,-1.0,0.19,-1.0,-50.0,9.5,29.0,1.0833333333333333,2,2
90,-0.55,-3.0,-1.0,0.0,-75.0,-0.10999999999999999,-3.0,0.0,2.0,0.0,-2.0,-1.0,0.0,0.0,-3.0,-0.63,0.07999999999999999,-0.74,-69.0,-82.0,7.0,7.0,0.07999999999999996,6.0,0.4,2.0,-1.0,0.0,4.0,0.67,-1.0,3.0,-5.0,1.0,8.0,6.0,0.18,2.0,0.08000000000000007,4.0,0.09999999999999998,-1.0,-14.0,3.7,7.0,1.5,2,2
91,0.76,4.0,3.0,2.0,42.0,0.020000000000000018,-2.0,-2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.69,0.08000000000000002,1.8399999999999999,49.0,9.0,33.0,2.0,0.020000000000000018,0.0,-0.08000000000000002,-10.0,0.0,0.0,-1.0,0.25,-4.0,0.0,-3.0,0.0,-3.0,2.0,0.08000000000000002,-5.0,-0.26,4.0,0.6699999999999999,2.0,12.0,35.0,1.01,101.0,1,1
92,0.79,-3.0,0.0,0.0,-60.0,-0.039999999999999925,-2.0,1.0,-5.0,-1.0,0.0,-2.0,0.0,1.0,-4.0,0.0,,0.62,-63.0,-11.0,-49.0,-14.0,-0.26,-4.0,0.16999999999999998,-1.0,0.0,0.0,-1.0,-0.050000000000000044,5.0,2.0,6.0,0.0,0.0,-2.0,-0.08000000000000002,2.0,0.34,-3.0,0.0,0.0,-18.0,2.6,2.25,4.0,1,1
93,0.32,5.0,0.0,0.0,59.0,0.07999999999999996,-1.0,0.0,2.0,1.0,1.0,3.0,0.0,5.0,0.0,0.07999999999999999,0.24,-0.13,47.0,-35.0,94.0,4.0,0.20999999999999996,2.0,0.07,3.0,1.0,0.0,2.0,0.32999999999999996,1.0,-3.0,-2.0,-1.0,3.0,4.0,0.13999999999999996,-1.0,-0.12000000000000005,3.0,0.06000000000000005,0.0,10.0,2.7,1.8461538461538463,6.0,0,1
94,0.16999999999999998,0.0,0.0,0.0,-32.0,0.020000000000000018,1.0,-1.0,0.0,0.0,-3.0,3.0,0.0,1.0,-1.0,0.07,0.1,-0.25,-44.0,29.0,-61.0,-1.0,-0.050000000000000044,2.0,0.4,3.0,0.0,0.0,-5.0,-0.019999999999999907,7.0,-2.0,5.0,2.0,-13.0,-7.0,-0.19999999999999996,-6.0,-0.5,2.0,0.0,0.0,-8.0,2.3,2.7,3.6,2,0
95,1.74,4.0,3.0,2.0,-52.0,-0.06000000000000005,0.0,0.0,2.0,2.0,2.0,0.0,1.0,4.0,0.0,0.45999999999999996,0.5,1.21,-51.0,-4.0,-48.0,-6.0,-0.13999999999999996,2.0,0.24,0.0,0.0,0.0,-1.0,0.10999999999999999,-1.0,0.0,-5.0,-1.0,3.0,-3.0,-0.08000000000000002,6.0,0.19999999999999996,-1.0,-0.46,1.0,-10.0,4.5,1.3333333333333333,12.0,1,1
96,0.12,-5.0,1.0,1.0,-12.0,-0.020000000000000018,-1.0,0.0,-5.0,-3.0,0.0,-2.0,0.0,-4.0,-1.0,0.37,-0.25,0.39,-11.0,25.0,-37.0,-10.0,-0.33000000000000007,-4.0,-0.16,0.0,0.0,0.0,-1.0,-0.010000000000000009,2.0,2.0,-6.0,0.0,-3.0,-9.0,-0.26,6.0,0.37999999999999995,-7.0,-0.4,0.0,-4.0,2.375,2.625,3.6,0,0
