,Expected goals (xG),Total shots,Big chances,Big chances missed,Accurate passes,Accurate passes percentage,Fouls committed,Offsides,Corners,Shots off target,Shots on target,Blocked shots,Hit woodwork,Shots inside box,Shots outside box,xG open play,xG set play,xG on target (xGOT),Passes,Own half,Opposition half,Accurate long balls,Accurate long balls percentage,Accurate crosses,Accurate crosses percentage,Throws,Yellow cards,Red cards,Tackles won,Tackles won percentage,Interceptions,Blocks,Clearances,Keeper saves,Duels won,Ground duels won,Ground duels won percentage,Aerial duels won,Aerial duels won percentage,Successful dribbles,Successful dribbles percentage,score,posession,0,1,2,final_score,odds_predict
146,-0.25,-3.0,-2.0,-2.0,-225.0,-0.17000000000000004,-1.0,2.0,-2.0,-2.0,0.0,-1.0,0.0,-1.0,-2.0,-0.21000000000000002,-0.04,,-225.0,-90.0,-135.0,-6.0,-0.24000000000000005,0.0,0.0,-1.0,1.0,0.0,1.0,-0.09999999999999998,0.0,1.0,-1.0,0.0,0.0,4.0,0.21999999999999997,-4.0,-0.25,-1.0,-0.5,0.0,-40.0,3.5,11.0,1.4444444444444444,0,2
147,0.38999999999999996,1.0,0.0,1.0,83.0,0.08999999999999997,1.0,0.0,3.0,-1.0,0.0,2.0,1.0,0.0,1.0,0.57,-0.18,-0.9900000000000001,89.0,25.0,58.0,11.0,0.22000000000000003,0.0,-0.42000000000000004,-1.0,-1.0,0.0,1.0,0.22999999999999998,-1.0,-2.0,-9.0,-1.0,-3.0,-1.0,-0.040000000000000036,-2.0,-0.12000000000000005,3.0,0.25,-1.0,24.0,3.75,9.0,1.4444444444444444,0,2
148,0.47000000000000003,4.0,1.0,0.0,-51.0,-0.019999999999999907,2.0,2.0,2.0,1.0,3.0,0.0,0.0,2.0,2.0,0.49,-0.019999999999999997,1.15,-57.0,-82.0,31.0,-6.0,-0.09000000000000002,-2.0,-0.25,0.0,1.0,0.0,0.0,0.10999999999999999,4.0,0.0,-14.0,-1.0,-6.0,-5.0,-0.13999999999999996,-1.0,-0.19999999999999996,0.0,-0.06999999999999998,2.0,-12.0,7.0,1.1666666666666667,15.0,1,1
149,0.65,12.0,-1.0,-1.0,27.0,0.010000000000000009,-1.0,0.0,0.0,5.0,3.0,4.0,0.0,8.0,4.0,0.38,0.26,1.8599999999999999,32.0,22.0,5.0,5.0,-0.020000000000000018,2.0,0.18,5.0,1.0,0.0,-3.0,-0.16999999999999998,2.0,-4.0,-8.0,-1.0,-8.0,-5.0,-0.12999999999999995,-3.0,-0.13999999999999996,-2.0,0.10000000000000009,2.0,8.0,7.5,1.1428571428571428,17.0,1,1
150,-0.33,4.0,-1.0,-1.0,126.0,0.06999999999999995,-4.0,4.0,6.0,4.0,0.0,0.0,0.0,3.0,1.0,-0.37,0.04,0.21999999999999997,132.0,53.0,73.0,-2.0,-0.13,4.0,0.25,0.0,0.0,0.0,-7.0,-0.07000000000000006,-5.0,1.0,-7.0,0.0,-8.0,-6.0,-0.18,-2.0,-0.15999999999999998,0.0,-0.39,2.0,30.0,25.0,1.02,76.0,1,1
151,-0.25,4.0,-2.0,-2.0,-29.0,-0.010000000000000009,3.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,-0.27999999999999997,0.039999999999999994,0.5499999999999999,-32.0,-7.0,-22.0,-15.0,-0.3,2.0,0.22,-7.0,0.0,0.0,5.0,0.22000000000000008,-5.0,-1.0,-4.0,-2.0,-1.0,-1.0,-0.020000000000000018,0.0,0.0,-1.0,0.29000000000000004,0.0,-6.0,2.75,2.1,4.0,1,1
152,-0.74,-4.0,-1.0,-1.0,-105.0,-0.040000000000000036,-1.0,0.0,-3.0,2.0,-2.0,-4.0,0.0,-4.0,0.0,-0.5900000000000001,-0.15,-0.83,-107.0,-58.0,-47.0,-5.0,-0.39999999999999997,0.0,0.040000000000000036,-3.0,0.0,1.0,-1.0,-0.6,7.0,3.0,3.0,1.0,6.0,5.0,0.15999999999999998,1.0,0.06000000000000005,-1.0,-0.10999999999999999,-1.0,-18.0,19.0,67.0,1.0303030303030303,2,2
153,-1.23,-7.0,-2.0,-2.0,-173.0,-0.21999999999999997,0.0,0.0,-4.0,-1.0,-6.0,0.0,0.0,-7.0,0.0,-0.4099999999999999,-0.81,-2.56,-164.0,-36.0,-137.0,2.0,-0.13000000000000006,-4.0,-0.019999999999999962,-1.0,0.0,0.0,-2.0,-0.10999999999999999,2.0,0.0,3.0,5.0,3.0,-3.0,-0.13999999999999996,6.0,0.42,-1.0,-0.08000000000000002,0.0,-38.0,3.4,7.125,1.55,2,2
154,-1.54,-9.0,-2.0,-1.0,-200.0,-0.28,7.0,-4.0,1.0,-5.0,-2.0,-2.0,0.0,-7.0,-2.0,-1.28,-0.26,-0.75,-192.0,-140.0,-60.0,-14.0,-0.27999999999999997,-1.0,-0.08999999999999997,0.0,0.0,0.0,2.0,-0.14,-5.0,2.0,1.0,0.0,-11.0,-6.0,-0.24,-5.0,-0.28,-2.0,-0.35,-2.0,-42.0,34.5,101.0,1.01,2,2
155,0.38,7.0,1.0,1.0,-5.0,0.020000000000000018,-1.0,1.0,0.0,3.0,2.0,2.0,0.0,5.0,2.0,0.26,0.11,0.06000000000000001,-11.0,-7.0,2.0,-3.0,0.2,0.0,-0.35,2.0,2.0,0.0,3.0,0.020000000000000018,1.0,-4.0,-3.0,-1.0,7.0,4.0,0.13999999999999996,3.0,0.20999999999999996,-1.0,-0.09999999999999998,0.0,0.0,2.75,1.8333333333333335,5.5,1,1
156,-0.37,1.0,1.0,0.0,97.0,0.09999999999999998,3.0,0.0,0.0,0.0,-3.0,4.0,0.0,-1.0,2.0,-0.09999999999999998,-0.28,-0.8400000000000001,92.0,15.0,82.0,9.0,0.30999999999999994,-3.0,-0.6799999999999999,9.0,1.0,0.0,-2.0,0.17000000000000004,-3.0,-4.0,-6.0,2.0,-14.0,-8.0,-0.29000000000000004,-6.0,-0.34,1.0,-0.07,-1.0,22.0,3.2,4.0,1.95,1,2
157,-0.53,-4.0,0.0,0.0,-34.0,-0.010000000000000009,2.0,3.0,0.0,2.0,-4.0,-2.0,0.0,-5.0,1.0,-0.26,-0.26,-0.67,-40.0,-8.0,-26.0,-2.0,-0.020000000000000018,-2.0,-0.10999999999999999,-8.0,0.0,0.0,-1.0,-0.09999999999999998,3.0,2.0,-1.0,4.0,-3.0,-4.0,-0.13999999999999996,1.0,0.13999999999999996,-1.0,-0.26999999999999996,0.0,-8.0,2.625,3.1,2.65,0,0
158,-0.36000000000000004,-7.0,1.0,0.0,-202.0,-0.14,0.0,0.0,-4.0,-2.0,-2.0,-3.0,-1.0,-6.0,-1.0,-0.27,-0.09,-0.51,-208.0,-54.0,-148.0,-6.0,-0.24000000000000005,-5.0,-0.42,7.0,-1.0,1.0,-5.0,-0.26999999999999996,-1.0,2.0,7.0,3.0,-8.0,-8.0,-0.18,0.0,0.0,-6.0,-0.27,0.0,-46.0,3.5,11.0,1.4444444444444444,2,2
159,0.74,-1.0,2.0,1.0,-67.0,-0.07999999999999996,-4.0,0.0,-4.0,2.0,-2.0,-1.0,0.0,0.0,-1.0,0.69,0.04000000000000001,0.03,-65.0,-20.0,-47.0,-6.0,-0.10999999999999999,-3.0,0.12000000000000002,-12.0,1.0,0.0,0.0,-0.12,6.0,1.0,11.0,2.0,13.0,7.0,0.34,6.0,0.28,2.0,0.29,0.0,-18.0,2.375,3.3529411764705883,2.85,1,0
160,0.21000000000000002,1.0,0.0,1.0,84.0,0.08999999999999997,0.0,2.0,2.0,3.0,-1.0,-1.0,0.0,1.0,0.0,-0.010000000000000009,0.22,-0.63,81.0,-4.0,88.0,1.0,0.14,2.0,-0.34,5.0,1.0,0.0,-1.0,-0.09000000000000002,-3.0,1.0,-6.0,0.0,1.0,2.0,0.040000000000000036,-1.0,-0.34,2.0,0.33,-1.0,22.0,3.1,3.1,2.25,0,2
161,0.97,7.0,2.0,2.0,-8.0,-0.030000000000000027,-2.0,-1.0,3.0,2.0,2.0,3.0,0.0,4.0,3.0,0.8999999999999999,0.07,1.4,-2.0,-28.0,20.0,-1.0,-0.06,5.0,0.38,0.0,1.0,0.0,1.0,-0.030000000000000027,-4.0,-4.0,-11.0,-1.0,4.0,4.0,0.10000000000000003,0.0,0.030000000000000027,-2.0,-0.17000000000000004,0.0,2.0,2.25,2.375,5.0,1,0
162,-0.10999999999999999,-3.0,0.0,0.0,-110.0,-0.07999999999999996,5.0,-2.0,-3.0,-2.0,-1.0,0.0,0.0,0.0,-3.0,-0.10999999999999999,,-0.48,-117.0,-56.0,-54.0,-5.0,0.030000000000000027,-1.0,0.0,7.0,0.0,0.0,-5.0,0.25,2.0,0.0,9.0,1.0,-8.0,-12.0,-0.5800000000000001,4.0,0.20999999999999996,0.0,-0.75,0.0,-26.0,2.6,3.225,2.6,2,0
163,0.32999999999999996,0.0,3.0,2.0,8.0,-0.010000000000000009,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,-2.0,2.0,0.49,-0.16,0.35,13.0,51.0,-43.0,-8.0,-0.25,-4.0,-0.36,0.0,1.0,0.0,-1.0,0.31,-1.0,1.0,8.0,1.0,1.0,-1.0,-0.040000000000000036,2.0,0.25,3.0,-0.29,1.0,0.0,3.275,1.775,4.5,2,1
164,0.6099999999999999,3.0,-2.0,-2.0,43.0,0.07999999999999996,-1.0,0.0,3.0,4.0,-1.0,0.0,1.0,0.0,3.0,0.5700000000000001,0.030000000000000002,-0.33,34.0,36.0,7.0,-1.0,0.030000000000000027,-1.0,-0.15,-2.0,-1.0,0.0,-6.0,,-10.0,0.0,-2.0,0.0,-11.0,-13.0,-0.51,2.0,0.15999999999999998,-3.0,-0.75,-1.0,8.0,3.673529411764706,6.0,1.5333333333333332,2,2
165,-0.25,-4.0,-2.0,-1.0,-23.0,-0.010000000000000009,-3.0,-1.0,-4.0,1.0,-2.0,-3.0,0.0,-3.0,-1.0,-0.21,-0.04,-0.9,-28.0,-17.0,-6.0,-7.0,-0.18,0.0,0.08000000000000002,-8.0,-1.0,0.0,-5.0,-0.14,0.0,3.0,9.0,1.0,3.0,-3.0,-0.10000000000000003,6.0,0.5,-1.0,-0.14,-1.0,-6.0,5.5,16.5,1.1818181818181819,2,2
166,0.3500000000000001,1.0,1.0,0.0,6.0,0.039999999999999925,1.0,1.0,3.0,-1.0,2.0,0.0,1.0,2.0,-1.0,0.15999999999999992,0.19,0.97,-3.0,7.0,-1.0,2.0,-0.010000000000000009,2.0,-0.020000000000000018,-2.0,1.0,0.0,-2.0,0.0,5.0,0.0,-11.0,-2.0,-18.0,-4.0,-0.13999999999999996,-14.0,-0.7,2.0,0.34,0.0,0.0,2.6,2.375,3.5,2,1
167,-1.06,-1.0,-3.0,-1.0,-27.0,-0.010000000000000009,-3.0,-1.0,1.0,-1.0,-3.0,3.0,0.0,-6.0,5.0,-1.08,0.02,-1.88,-27.0,-9.0,-18.0,8.0,0.15000000000000002,-3.0,-0.6,-3.0,-1.0,0.0,-2.0,-0.32999999999999996,1.0,-3.0,-3.0,0.0,5.0,4.0,0.21999999999999997,1.0,0.12000000000000005,1.0,0.2,-3.0,-6.0,37.0,86.0,1.01,2,2
168,0.18999999999999997,5.0,0.0,0.0,-42.0,-0.010000000000000009,-9.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,4.0,0.18000000000000002,0.01,0.16,-49.0,-26.0,-16.0,3.0,0.06999999999999995,2.0,0.29,-5.0,0.0,0.0,-1.0,-0.37000000000000005,7.0,-2.0,-5.0,-1.0,12.0,11.0,0.39999999999999997,1.0,0.12000000000000005,0.0,0.0,0.0,-10.0,2.55,2.0,5.25,0,1
169,-0.3600000000000001,7.0,-1.0,0.0,16.0,0.040000000000000036,-2.0,0.0,2.0,5.0,-1.0,3.0,0.0,2.0,5.0,-0.5100000000000001,0.15,-0.3900000000000001,9.0,-24.0,40.0,6.0,0.26,5.0,0.38,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-11.0,0.0,4.0,2.0,0.08000000000000002,2.0,0.15999999999999998,0.0,-0.16999999999999998,0.0,4.0,2.625,2.05,5.125,1,1
170,0.6499999999999999,8.0,0.0,1.0,60.0,0.09999999999999998,4.0,-3.0,7.0,2.0,1.0,5.0,0.0,7.0,1.0,0.5700000000000001,0.08,0.04999999999999993,50.0,-17.0,77.0,9.0,0.26000000000000006,4.0,0.21,11.0,1.0,0.0,-6.0,-0.39,-6.0,-4.0,-6.0,-1.0,-13.0,-14.0,-0.54,1.0,0.12000000000000005,-2.0,-0.34,0.0,16.0,2.35,3.2,3.0,0,0
171,-0.14,3.0,0.0,0.0,19.0,0.050000000000000044,-3.0,2.0,-3.0,3.0,-3.0,3.0,0.0,0.0,3.0,0.020000000000000004,-0.15999999999999998,-0.17,13.0,-14.0,33.0,5.0,0.16000000000000003,1.0,0.0,-1.0,0.0,0.0,5.0,0.63,1.0,-3.0,-9.0,3.0,3.0,4.0,0.12000000000000005,-1.0,-0.06000000000000005,-3.0,-0.07000000000000006,0.0,4.0,2.15,2.8,4.0,2,0
172,-1.47,-5.0,-2.0,-2.0,-2.0,-0.020000000000000018,-2.0,1.0,4.0,-3.0,0.0,-2.0,0.0,-4.0,-1.0,-0.72,0.03,-0.45999999999999996,3.0,19.0,-21.0,15.0,0.1399999999999999,1.0,-0.10999999999999999,4.0,1.0,-1.0,4.0,0.45999999999999996,2.0,2.0,2.0,0.0,-4.0,-3.0,-0.12000000000000005,-1.0,-0.10000000000000003,-7.0,-0.7,0.0,2.0,2.725,1.8333333333333335,6.125,0,1
173,-0.91,-4.0,-2.0,-2.0,-114.0,-0.05999999999999994,3.0,1.0,-1.0,-2.0,-3.0,1.0,-1.0,-5.0,1.0,-0.8200000000000001,-0.09,-0.12,-121.0,-47.0,-67.0,0.0,-0.18999999999999995,-2.0,-0.09000000000000001,-7.0,2.0,0.0,2.0,0.29000000000000004,6.0,0.0,1.0,2.0,-2.0,2.0,0.06000000000000005,-4.0,-0.5,5.0,0.44999999999999996,0.0,-28.0,2.5,3.8,2.4,1,2
174,-0.08000000000000002,-5.0,0.0,0.0,-175.0,-0.08000000000000007,1.0,0.0,0.0,-5.0,1.0,-1.0,0.0,-3.0,-2.0,-0.47000000000000003,0.39,0.04,-183.0,-81.0,-94.0,-7.0,-0.37,-1.0,-0.020000000000000018,2.0,0.0,0.0,0.0,-0.1499999999999999,11.0,1.0,3.0,-1.0,2.0,0.0,0.0,2.0,0.34,-1.0,-0.24000000000000005,0.0,-38.0,2.375,3.7,2.625,0,0
175,-0.5,-2.0,-1.0,-1.0,-71.0,-0.13,-4.0,1.0,-1.0,-2.0,-1.0,1.0,1.0,-4.0,2.0,-0.12000000000000001,-0.39,,-61.0,-21.0,-50.0,-5.0,-0.28,-2.0,-0.2,5.0,0.0,0.0,1.0,0.029999999999999916,2.0,1.0,-2.0,0.0,6.0,6.0,0.15999999999999998,0.0,0.0,2.0,0.3,0.0,-16.0,2.55,3.1,2.75,2,0
176,-0.14,2.0,-3.0,-2.0,123.0,0.09999999999999998,1.0,3.0,8.0,0.0,1.0,1.0,-1.0,2.0,0.0,-0.34,0.2,-0.71,126.0,73.0,50.0,-3.0,0.04999999999999999,3.0,0.13,1.0,0.0,0.0,1.0,0.47000000000000003,0.0,-1.0,-16.0,-2.0,-5.0,-3.0,-0.12000000000000005,-2.0,-0.13999999999999996,2.0,-0.07000000000000006,-1.0,34.0,3.3,6.0,1.6153846153846154,2,2
177,0.71,0.0,3.0,3.0,-16.0,-0.020000000000000018,-1.0,0.0,0.0,-1.0,1.0,0.0,0.0,5.0,-5.0,0.5599999999999999,0.14,0.8400000000000001,-17.0,26.0,-42.0,12.0,0.31000000000000005,1.0,0.28,0.0,0.0,0.0,0.0,-0.14,5.0,0.0,6.0,-2.0,-3.0,-1.0,-0.040000000000000036,-2.0,-0.06000000000000005,-3.0,0.04999999999999993,-1.0,-6.0,5.0,14.0,1.25,2,2
178,0.8099999999999999,-2.0,1.0,0.0,111.0,0.07999999999999996,0.0,1.0,-2.0,1.0,-1.0,-2.0,0.0,3.0,-5.0,0.020000000000000018,0.0,0.55,107.0,83.0,28.0,-16.0,-0.29,1.0,-0.16999999999999998,3.0,0.0,0.0,1.0,0.32999999999999996,0.0,2.0,-2.0,2.0,-6.0,0.0,0.0,-6.0,-0.6000000000000001,2.0,0.33,1.0,20.0,4.75,1.25,13.0,1,1
179,0.19,0.0,0.0,0.0,-53.0,-0.05999999999999994,6.0,-1.0,0.0,2.0,-1.0,-1.0,0.0,1.0,-1.0,0.08000000000000002,0.12000000000000001,-0.2,-45.0,-14.0,-39.0,-8.0,-0.16999999999999998,2.0,0.07,1.0,1.0,0.0,-1.0,-0.6699999999999999,0.0,1.0,2.0,1.0,-9.0,-5.0,-0.21999999999999997,-4.0,-0.6599999999999999,-2.0,-0.32999999999999996,0.0,-8.0,2.3,3.75,2.547727272727273,2,0
180,0.85,11.0,0.0,0.0,120.0,0.16999999999999993,0.0,-1.0,1.0,6.0,2.0,3.0,1.0,6.0,5.0,0.78,0.07,0.32,109.0,57.0,63.0,0.0,0.24,4.0,0.4,-1.0,-1.0,0.0,-2.0,-0.23999999999999994,-9.0,-3.0,-9.0,-3.0,-6.0,-4.0,-0.13999999999999996,-2.0,-0.13999999999999996,-3.0,-0.6699999999999999,0.0,24.0,3.0,1.5714285714285714,9.375,2,1
181,-0.06,-2.0,0.0,0.0,-53.0,-0.040000000000000036,-1.0,0.0,2.0,-1.0,0.0,-1.0,0.0,0.0,-2.0,-0.06,,,-51.0,-30.0,-23.0,-8.0,-0.11000000000000004,2.0,0.18,0.0,0.0,0.0,-2.0,-1.0,-1.0,1.0,-8.0,0.0,4.0,5.0,0.18,-1.0,-0.13999999999999996,-1.0,0.15999999999999998,0.0,-8.0,2.05,2.7,4.5,0,0
182,0.009999999999999995,0.0,0.0,0.0,52.0,0.06999999999999995,-3.0,-1.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,0.020000000000000004,0.0,0.14,55.0,45.0,7.0,10.0,0.03999999999999998,-3.0,-0.33,1.0,0.0,0.0,0.0,-0.30000000000000004,-6.0,0.0,3.0,0.0,10.0,8.0,0.28,2.0,0.22000000000000003,2.0,0.16999999999999998,1.0,16.0,4.0,1.4,8.5,1,1
183,0.26,3.0,0.0,0.0,20.0,0.010000000000000009,3.0,1.0,1.0,-1.0,4.0,0.0,0.0,1.0,2.0,0.26999999999999996,-0.009999999999999998,0.6000000000000001,23.0,-9.0,29.0,0.0,0.04999999999999999,2.0,0.22,-2.0,1.0,-1.0,-1.0,-0.32999999999999996,0.0,0.0,-10.0,-4.0,-8.0,-8.0,-0.24,0.0,0.0,-6.0,-0.45,0.0,8.0,2.75,1.9090909090909092,4.85,1,1
184,0.26000000000000006,6.0,0.0,0.0,-83.0,-0.05999999999999994,1.0,-2.0,4.0,1.0,2.0,3.0,0.0,1.0,5.0,0.13999999999999999,0.12,0.9600000000000001,-84.0,-88.0,5.0,9.0,0.22999999999999998,1.0,-0.15000000000000002,9.0,0.0,1.0,-3.0,-0.44,-1.0,-3.0,-7.0,-2.0,3.0,1.0,0.040000000000000036,2.0,0.15999999999999998,2.0,0.05999999999999994,1.0,-18.0,4.225,1.3416666666666668,9.0,0,1
185,-0.040000000000000036,-3.0,1.0,0.0,-18.0,0.0,-1.0,0.0,-3.0,-1.0,2.0,-4.0,0.0,-2.0,-1.0,0.21999999999999997,-0.26,1.49,-22.0,-27.0,9.0,-3.0,-0.12000000000000005,-2.0,0.0,2.0,-1.0,0.0,0.0,0.13,0.0,4.0,5.0,-1.0,0.0,-3.0,-0.08000000000000002,3.0,0.6000000000000001,-1.0,-0.14,1.0,-8.0,3.4,1.6666666666666665,5.8,1,1
186,0.56,0.0,2.0,2.0,-3.0,-0.020000000000000018,-2.0,0.0,-2.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.73,-0.18,-0.22000000000000003,2.0,9.0,-12.0,-2.0,-0.07,-1.0,0.23,2.0,-1.0,0.0,0.0,-0.07,-4.0,1.0,10.0,0.0,0.0,3.0,0.12000000000000005,-3.0,-0.18,1.0,-0.15999999999999998,0.0,-4.0,2.7,2.775,3.0,2,0
187,0.31,-2.0,2.0,1.0,41.0,0.06999999999999995,-1.0,1.0,3.0,0.0,0.0,-2.0,0.0,-1.0,-1.0,0.31999999999999995,0.0,-0.050000000000000044,41.0,44.0,-3.0,1.0,0.03999999999999998,2.0,-0.01999999999999999,0.0,-1.0,0.0,0.0,-0.12,-5.0,0.0,-5.0,-1.0,6.0,1.0,0.050000000000000044,5.0,0.15999999999999998,-1.0,-0.06999999999999995,1.0,14.0,3.8,1.4,9.5,1,1
188,0.09999999999999998,2.0,0.0,0.0,125.0,0.07999999999999996,4.0,-2.0,-2.0,4.0,-2.0,0.0,0.0,0.0,2.0,0.12000000000000002,-0.01999999999999999,-0.51,128.0,73.0,52.0,10.0,0.19,1.0,0.29999999999999993,-4.0,0.0,0.0,-1.0,-0.18999999999999995,-2.0,0.0,-1.0,1.0,2.0,-3.0,-0.12000000000000005,5.0,0.72,1.0,0.11999999999999997,-1.0,26.0,3.1,3.4,2.165,2,2
189,0.9,6.0,4.0,2.0,111.0,0.050000000000000044,3.0,2.0,3.0,1.0,6.0,-1.0,0.0,6.0,0.0,0.9,,2.84,113.0,39.0,72.0,7.0,0.19999999999999996,0.0,-0.03,-1.0,0.0,0.0,3.0,0.33,-4.0,1.0,-13.0,-4.0,0.0,-2.0,-0.06000000000000005,2.0,0.15999999999999998,2.0,0.09999999999999998,2.0,24.0,26.0,1.0151515151515151,91.0,1,1
190,-0.13,-2.0,-2.0,-2.0,33.0,0.020000000000000018,0.0,1.0,0.0,-3.0,1.0,0.0,-1.0,-3.0,1.0,-0.040000000000000036,-0.09,0.12,34.0,-7.0,40.0,-2.0,-0.06,-2.0,-0.2,-1.0,1.0,-1.0,-1.0,0.0,3.0,0.0,-3.0,-1.0,-2.0,-1.0,-0.09000000000000008,-1.0,-0.12000000000000005,0.0,0.0,0.0,6.0,2.5,2.25,4.0,1,1
191,0.6099999999999999,-1.0,1.0,0.0,-19.0,0.010000000000000009,-1.0,0.0,-1.0,0.0,1.0,-2.0,0.0,-4.0,3.0,0.6100000000000001,-0.010000000000000009,0.91,-25.0,-8.0,-11.0,-11.0,-0.26000000000000006,-1.0,-0.16999999999999998,-7.0,-1.0,0.0,4.0,0.20999999999999996,-1.0,2.0,5.0,0.0,2.0,2.0,0.06000000000000005,0.0,0.0,-3.0,0.04999999999999993,1.0,-4.0,3.1,1.8333333333333335,4.9,1,1
192,0.12,-2.0,-1.0,-1.0,23.0,-0.010000000000000009,-4.0,1.0,-3.0,-3.0,3.0,-2.0,0.0,3.0,-5.0,-0.03999999999999998,0.15,0.31,29.0,103.0,-80.0,-2.0,-0.07999999999999996,1.0,0.2,-2.0,-1.0,0.0,-2.0,-0.25,1.0,2.0,5.0,-3.0,4.0,6.0,0.19999999999999996,-2.0,-0.25,2.0,0.07,0.0,4.0,2.4,3.4,2.75,2,0
193,1.02,11.0,2.0,1.0,128.0,0.15000000000000002,-3.0,-1.0,5.0,1.0,5.0,5.0,0.0,7.0,4.0,0.9500000000000001,0.06,1.97,129.0,68.0,60.0,6.0,0.10999999999999999,1.0,0.03999999999999998,-5.0,-1.0,0.0,4.0,0.8,5.0,-5.0,-2.0,-2.0,9.0,8.0,0.34,1.0,0.04999999999999999,1.0,0.6699999999999999,3.0,32.0,67.0,1.0033333333333334,243.0,1,1
194,-1.11,-1.0,-1.0,0.0,-68.0,-0.15000000000000002,-2.0,-1.0,3.0,0.0,-1.0,0.0,0.0,-3.0,2.0,-0.46,0.14,-0.94,-52.0,-75.0,7.0,0.0,0.02999999999999997,3.0,0.38,3.0,0.0,0.0,5.0,0.22000000000000003,4.0,0.0,-1.0,0.0,5.0,12.0,0.36000000000000004,-7.0,-0.78,3.0,0.6,-2.0,-12.0,5.0,14.0,1.25,2,2
195,-0.06,-6.0,0.0,0.0,26.0,0.030000000000000027,8.0,0.0,0.0,-2.0,-1.0,-3.0,0.0,2.0,-8.0,0.0,-0.06,-0.2,25.0,28.0,-2.0,23.0,0.51,4.0,0.33,15.0,3.0,0.0,-1.0,0.040000000000000036,1.0,3.0,-3.0,1.0,-2.0,-11.0,-0.27,9.0,0.8200000000000001,-2.0,-0.38999999999999996,0.0,8.0,2.2,3.25,3.1,1,0
