,Corners,Fouls Committed,Fouls Wons,Goals,Offsides,Pass Completion,Possesion,Red Cards,Shot Attempts,Shots Blocked,Total Passes,Total Shots on Target,Total xG,Under Pressure,Yellow Cards,fh_winner,target
0,-4.0,-1.0,3.0,-1.0,0.0,0.14900000000000002,0.248,0.0,-6.0,-3.0,115.0,-1.0,-0.80671126,0.10800000000000001,0.0,2,2
1,0.0,0.0,3.0,0.0,2.0,0.15700000000000003,0.316,0.0,-2.0,-4.0,178.0,0.0,-0.32389501899999995,-0.025999999999999995,0.0,0,1
2,1.0,0.0,1.0,0.0,0.0,-0.09699999999999998,-0.064,0.0,3.0,2.0,-35.0,3.0,-0.24752855599999987,-0.025999999999999995,-1.0,0,2
3,0.0,1.0,-2.0,1.0,-1.0,0.02299999999999991,-0.008000000000000007,0.0,0.0,2.0,-5.0,-2.0,0.722193334,0.0050000000000000044,1.0,1,1
4,0.0,0.0,0.0,-1.0,0.0,-0.11399999999999999,-0.36000000000000004,0.0,-1.0,1.0,-198.0,-2.0,-0.525874097,0.066,2.0,2,2
5,-1.0,1.0,0.0,-1.0,-2.0,0.131,0.24,0.0,-3.0,-1.0,120.0,1.0,-0.2420428299999999,-0.012999999999999998,0.0,2,1
6,2.0,-1.0,0.0,0.0,-2.0,-0.09099999999999997,-0.268,0.0,0.0,-1.0,-145.0,2.0,-0.5628356620000001,-0.040999999999999995,-1.0,0,2
7,8.0,2.0,-1.0,0.0,-1.0,0.07699999999999996,0.19199999999999995,0.0,13.0,5.0,97.0,1.0,0.853796701,-0.11699999999999999,1.0,0,2
8,2.0,0.0,0.0,-1.0,0.0,0.135,0.334,0.0,3.0,2.0,164.0,-2.0,-0.29323887300000007,-0.012999999999999998,0.0,2,2
9,1.0,0.0,1.0,0.0,-4.0,0.18500000000000005,0.37599999999999995,0.0,8.0,2.0,237.0,2.0,0.6711192790000001,-0.14100000000000001,0.0,0,1
10,1.0,-1.0,1.0,1.0,-2.0,0.06399999999999995,0.08600000000000002,0.0,-4.0,0.0,42.0,-1.0,-0.2238012259999999,-0.14600000000000002,1.0,1,1
11,0.0,2.0,2.0,1.0,-2.0,0.127,0.12599999999999995,0.0,-2.0,0.0,53.0,0.0,0.073505396,0.07200000000000001,1.0,1,1
12,1.0,-4.0,5.0,3.0,4.0,-0.006000000000000005,0.01200000000000001,0.0,2.0,2.0,6.0,-1.0,1.0577340940000002,0.06,0.0,1,2
13,-1.0,-2.0,2.0,-1.0,6.0,0.05800000000000005,0.03400000000000003,0.0,-1.0,-1.0,17.0,0.0,-0.06634326299999999,0.016,-1.0,2,2
14,-2.0,1.0,0.0,0.0,1.0,-0.08099999999999996,-0.07600000000000001,0.0,-3.0,-1.0,-42.0,1.0,-0.325794872,-0.08099999999999999,0.0,0,2
15,0.0,-1.0,3.0,-1.0,0.0,-0.19899999999999995,-0.342,0.0,2.0,5.0,-142.0,0.0,-0.5726415879999999,-0.0030000000000000027,0.0,2,2
16,1.0,1.0,-1.0,1.0,0.0,-0.02100000000000002,-0.11200000000000004,0.0,0.0,1.0,-65.0,-1.0,0.47850076799999997,-0.123,0.0,1,1
17,5.0,-2.0,2.0,0.0,0.0,0.051999999999999935,0.244,0.0,6.0,0.0,131.0,3.0,0.377005273,0.014000000000000012,-1.0,0,1
18,1.0,0.0,-1.0,-1.0,-1.0,-0.025000000000000022,-0.16999999999999998,0.0,0.0,1.0,-88.0,0.0,-0.11557979800000001,0.15700000000000003,0.0,2,2
19,1.0,0.0,2.0,1.0,0.0,0.0010000000000000009,-0.064,0.0,5.0,0.0,-34.0,2.0,1.5124787179999999,-0.161,1.0,1,1
20,-1.0,-2.0,1.0,0.0,0.0,0.02499999999999991,0.09000000000000002,0.0,-1.0,-1.0,48.0,0.0,0.09281028499999999,0.12200000000000003,1.0,0,0
21,4.0,0.0,2.0,0.0,2.0,0.07900000000000007,0.29000000000000004,0.0,9.0,5.0,132.0,2.0,0.888553764,-0.015999999999999986,-1.0,0,1
22,-5.0,-1.0,2.0,1.0,1.0,-0.07000000000000006,-0.35200000000000004,0.0,-4.0,0.0,-205.0,-2.0,0.210326134,0.062,0.0,1,0
23,3.0,1.0,-2.0,-1.0,1.0,-0.1439999999999999,-0.26,0.0,-2.0,-1.0,-129.0,-2.0,-0.570875979,-0.14400000000000002,1.0,2,2
24,1.0,0.0,-2.0,-1.0,1.0,0.14200000000000002,0.506,0.0,2.0,3.0,247.0,-1.0,-0.17153860199999998,-0.29300000000000004,0.0,2,1
25,-2.0,4.0,-4.0,1.0,-1.0,-0.124,-0.36200000000000004,0.0,2.0,-3.0,-168.0,1.0,0.18953921230000004,0.04799999999999999,3.0,1,2
26,-1.0,0.0,1.0,0.0,-1.0,-0.07599999999999996,-0.182,0.0,-9.0,-2.0,-79.0,-5.0,-1.2886852033,0.031,-1.0,0,2
27,-3.0,0.0,-3.0,0.0,0.0,-0.04800000000000004,-0.254,0.0,1.0,-1.0,-121.0,1.0,0.8704298610000001,-0.081,-2.0,0,1
28,2.0,1.0,0.0,-1.0,1.0,0.01100000000000001,0.08600000000000002,0.0,3.0,2.0,41.0,2.0,0.8974455940000002,-0.11900000000000002,0.0,2,0
29,-1.0,1.0,0.0,0.0,0.0,0.05400000000000005,0.14199999999999996,0.0,5.0,2.0,67.0,1.0,0.646876252,0.017000000000000015,0.0,0,1
30,-2.0,-1.0,0.0,0.0,1.0,0.16000000000000003,0.276,0.0,-5.0,-1.0,118.0,-2.0,-0.378866782,0.019000000000000017,1.0,0,1
31,2.0,-1.0,0.0,0.0,1.0,0.017000000000000015,0.07800000000000001,0.0,0.0,-2.0,39.0,0.0,0.1786210739999999,-0.064,1.0,0,1
32,1.0,-3.0,3.0,0.0,0.0,0.14100000000000001,0.35200000000000004,0.0,4.0,0.0,197.0,1.0,0.047410560000000004,-0.091,0.0,0,1
33,1.0,1.0,3.0,-1.0,0.0,0.08499999999999996,0.262,0.0,-1.0,0.0,122.0,2.0,-0.1652716965,-0.023999999999999994,0.0,2,2
34,1.0,0.0,-1.0,-1.0,2.0,0.052000000000000046,0.13599999999999995,0.0,3.0,1.0,72.0,0.0,0.575818106,0.05499999999999999,0.0,2,2
35,-1.0,-1.0,1.0,0.0,0.0,-0.015000000000000013,-0.12799999999999995,0.0,3.0,0.0,-55.0,1.0,0.025700757000000005,-0.06399999999999999,-1.0,0,2
36,-2.0,-1.0,-1.0,0.0,2.0,-0.16799999999999993,-0.44199999999999995,0.0,-4.0,-1.0,-230.0,-1.0,-0.3985176755000001,0.127,-1.0,0,2
37,3.0,-2.0,2.0,1.0,0.0,0.09499999999999997,0.328,0.0,0.0,2.0,166.0,-5.0,0.4316252479999999,-0.11000000000000001,-1.0,1,1
38,2.0,0.0,2.0,0.0,0.0,0.02199999999999991,0.10800000000000004,0.0,2.0,2.0,59.0,2.0,0.13163051800000003,-0.13,-1.0,0,0
39,-1.0,0.0,2.0,1.0,-2.0,0.06000000000000005,0.12799999999999995,-1.0,3.0,1.0,59.0,0.0,0.45161557500000005,-0.07399999999999998,-1.0,1,1
40,0.0,-2.0,0.0,0.0,0.0,-0.0129999999999999,0.066,0.0,4.0,0.0,28.0,3.0,0.5556634180000001,0.033,0.0,0,1
41,-3.0,1.0,-2.0,0.0,0.0,0.016000000000000014,-0.09200000000000003,0.0,-2.0,-4.0,-47.0,2.0,-0.40075344199999996,0.069,1.0,0,0
42,1.0,1.0,-1.0,0.0,-2.0,-0.08700000000000008,-0.20799999999999996,0.0,1.0,-2.0,-96.0,2.0,0.13466311,0.05100000000000002,1.0,0,2
43,4.0,0.0,-2.0,0.0,0.0,0.02200000000000002,0.11200000000000004,0.0,8.0,4.0,65.0,0.0,1.1268515610000005,-0.087,-1.0,0,1
44,1.0,0.0,0.0,0.0,1.0,0.041000000000000036,0.13799999999999996,0.0,-2.0,0.0,66.0,-1.0,0.028574093999999994,-0.177,0.0,0,2
45,0.0,2.0,-4.0,-1.0,0.0,-0.11099999999999999,-0.252,0.0,0.0,-2.0,-116.0,4.0,0.1572011009999999,-0.07,0.0,2,2
46,-3.0,0.0,-4.0,0.0,1.0,-0.1449999999999999,-0.31200000000000006,0.0,-6.0,-2.0,-119.0,0.0,0.267161482,-0.013999999999999985,1.0,0,1
47,2.0,0.0,1.0,0.0,0.0,-0.21299999999999997,-0.29200000000000004,0.0,4.0,0.0,-152.0,3.0,0.446244855,0.19799999999999998,-1.0,0,2
48,6.0,-1.0,3.0,0.0,0.0,0.26,0.6000000000000001,0.0,4.0,2.0,299.0,2.0,-0.45265547549999996,-0.07,0.0,0,0
49,-3.0,-1.0,3.0,-1.0,-1.0,0.17300000000000004,0.45999999999999996,0.0,-2.0,-1.0,277.0,2.0,-0.744736728,-0.12000000000000002,1.0,2,2
50,-1.0,1.0,-2.0,2.0,-2.0,0.03299999999999992,0.06000000000000005,0.0,4.0,1.0,27.0,3.0,1.75051354,0.006000000000000005,-1.0,1,1
51,-2.0,-4.0,1.0,0.0,1.0,-0.041000000000000036,-0.14199999999999996,0.0,2.0,0.0,-60.0,1.0,0.669563702,0.04100000000000001,1.0,0,2
52,4.0,1.0,0.0,0.0,0.0,0.11599999999999999,0.532,0.0,4.0,1.0,264.0,0.0,0.48706549600000004,-0.10100000000000003,-3.0,0,0
53,1.0,-2.0,2.0,1.0,0.0,0.04400000000000004,-0.006000000000000005,0.0,2.0,0.0,-3.0,0.0,0.630780852,0.026999999999999996,0.0,1,0
54,1.0,1.0,1.0,-1.0,-2.0,-0.11599999999999999,-0.248,0.0,-1.0,0.0,-120.0,-1.0,-0.46572089399999994,-0.01999999999999999,1.0,2,2
55,0.0,0.0,-1.0,1.0,-1.0,-0.18599999999999994,-0.262,0.0,-2.0,-3.0,-112.0,0.0,0.04081131199999988,-0.062,0.0,1,1
56,-1.0,0.0,-4.0,0.0,0.0,-0.028999999999999915,-0.08400000000000002,0.0,0.0,-2.0,-45.0,2.0,0.307655692,-0.07299999999999998,0.0,0,2
57,2.0,-1.0,-4.0,0.0,0.0,0.29499999999999993,0.326,0.0,1.0,2.0,131.0,0.0,0.290882474,-0.127,0.0,0,0
58,-1.0,-1.0,2.0,0.0,0.0,-0.358,-0.5780000000000001,0.0,-8.0,-5.0,-304.0,-1.0,-0.5846655299999999,-0.04999999999999999,0.0,0,2
59,1.0,-1.0,-1.0,2.0,3.0,-0.138,-0.238,0.0,1.0,1.0,-115.0,0.0,0.265362516,0.23099999999999998,0.0,1,1
60,0.0,0.0,0.0,1.0,-1.0,-0.028000000000000025,-0.08600000000000002,0.0,-3.0,1.0,-40.0,-1.0,0.21184996299999992,-0.029000000000000026,-1.0,1,1
61,-1.0,-5.0,4.0,0.0,1.0,0.19000000000000006,0.28200000000000003,0.0,1.0,3.0,113.0,-1.0,-0.5606243369999999,0.0040000000000000036,0.0,0,2
62,-5.0,0.0,-2.0,-1.0,0.0,-0.19999999999999996,-0.498,0.0,-7.0,-2.0,-245.0,-1.0,-0.3003472455,0.219,0.0,2,0
63,2.0,-1.0,1.0,5.0,2.0,0.08100000000000007,0.19399999999999995,0.0,4.0,1.0,75.0,1.0,2.459642341,0.020000000000000018,0.0,1,1
64,2.0,-1.0,0.0,0.0,2.0,0.0,0.066,0.0,-5.0,-4.0,35.0,-1.0,-0.20106773899999997,0.017999999999999988,-2.0,0,2
65,-4.0,1.0,0.0,0.0,1.0,-0.04799999999999993,-0.08200000000000002,0.0,-4.0,-2.0,-40.0,0.0,-0.572799259,0.0010000000000000009,0.0,0,2
66,0.0,-2.0,0.0,0.0,1.0,-0.20099999999999996,-0.328,0.0,1.0,1.0,-163.0,0.0,0.378636887,0.11400000000000002,1.0,0,1
67,0.0,1.0,-3.0,-1.0,-2.0,-0.03600000000000003,0.05800000000000005,0.0,1.0,0.0,25.0,1.0,-0.056819730999999984,0.027999999999999997,0.0,2,1
68,-3.0,2.0,0.0,-1.0,0.0,-0.05700000000000005,-0.16599999999999998,0.0,-3.0,-1.0,-91.0,0.0,-0.272122448,0.009000000000000008,0.0,2,2
69,-2.0,-1.0,2.0,0.0,0.0,-0.17200000000000004,-0.504,0.0,-3.0,-3.0,-245.0,-1.0,-0.515936008,-0.10500000000000001,2.0,0,1
70,-1.0,-1.0,3.0,0.0,-1.0,0.0010000000000000009,-0.006000000000000005,1.0,1.0,1.0,-3.0,1.0,-0.9612795580000002,-0.03199999999999999,0.0,0,2
71,-2.0,-1.0,4.0,0.0,-1.0,-0.03700000000000003,-0.18999999999999995,0.0,8.0,1.0,-99.0,1.0,0.7582011129999999,0.027999999999999997,0.0,0,1
72,1.0,1.0,-3.0,1.0,1.0,-0.051000000000000045,-0.13599999999999995,0.0,2.0,3.0,-88.0,-2.0,0.40477845100000004,0.05200000000000002,0.0,1,1
73,1.0,-1.0,0.0,0.0,0.0,-0.03400000000000003,0.03400000000000003,0.0,1.0,0.0,17.0,0.0,-0.0211613590000001,-0.08900000000000002,0.0,0,1
74,-2.0,0.0,-3.0,0.0,0.0,-0.14200000000000002,-0.30400000000000005,0.0,-2.0,1.0,-140.0,0.0,-0.308040964,0.0,-2.0,0,2
75,1.0,0.0,0.0,0.0,-1.0,-0.19199999999999995,-0.424,0.0,-4.0,1.0,-232.0,-2.0,-0.1843194119999999,0.10300000000000004,1.0,0,0
76,-3.0,-1.0,1.0,0.0,-2.0,0.07800000000000007,0.16999999999999998,0.0,-4.0,1.0,71.0,-4.0,-0.9347784240000001,-0.093,0.0,0,0
77,4.0,-1.0,0.0,0.0,0.0,0.09199999999999997,0.28600000000000003,0.0,5.0,2.0,145.0,2.0,1.150449364,-0.056999999999999995,-1.0,0,1
78,5.0,1.0,1.0,1.0,0.0,0.1289999999999999,0.46799999999999997,0.0,5.0,2.0,340.0,1.0,0.011078213000000003,-0.067,0.0,1,1
79,2.0,0.0,0.0,-2.0,0.0,-0.08000000000000007,-0.21399999999999997,0.0,-8.0,-1.0,-114.0,-1.0,-1.7234837140000003,0.15400000000000003,0.0,2,0
80,-1.0,-2.0,3.0,0.0,0.0,0.06300000000000006,0.29400000000000004,0.0,-5.0,-2.0,170.0,-2.0,-0.45902198299999997,-0.12700000000000003,-1.0,0,0
81,1.0,1.0,1.0,0.0,1.0,-0.131,-0.39999999999999997,0.0,-2.0,0.0,-260.0,0.0,-0.6304962869999999,0.056,1.0,0,2
82,3.0,-1.0,2.0,1.0,0.0,0.254,0.5760000000000001,0.0,5.0,3.0,312.0,3.0,0.723957383,-0.08800000000000002,-2.0,1,2
83,4.0,-1.0,2.0,0.0,0.0,0.07000000000000006,0.29800000000000004,0.0,8.0,2.0,190.0,2.0,0.784673427,-0.10800000000000001,0.0,0,2
84,-2.0,0.0,4.0,0.0,-1.0,0.15900000000000003,0.492,0.0,-2.0,-1.0,278.0,0.0,0.8988878954999999,-0.046,-1.0,0,0
85,0.0,0.0,-2.0,1.0,0.0,-0.050000000000000044,-0.14999999999999997,0.0,2.0,0.0,-98.0,1.0,0.16038549200000013,0.044,2.0,1,1
86,2.0,0.0,-2.0,-3.0,1.0,-0.07800000000000007,-0.30000000000000004,0.0,-3.0,-1.0,-156.0,2.0,-0.625715469,0.03799999999999999,1.0,2,2
87,1.0,0.0,0.0,1.0,0.0,-0.22599999999999998,-0.46399999999999997,0.0,-3.0,-2.0,-243.0,0.0,0.15559118900000002,0.015000000000000013,0.0,1,0
88,1.0,1.0,-1.0,0.0,-1.0,-0.20899999999999996,-0.37799999999999995,0.0,1.0,0.0,-175.0,-1.0,-0.36893886200000003,-0.037000000000000005,1.0,0,1
89,0.0,1.0,-1.0,0.0,-1.0,-0.0040000000000000036,-0.040000000000000036,0.0,2.0,-1.0,-26.0,2.0,0.7728215100000002,0.06699999999999999,0.0,0,0
90,-3.0,0.0,-1.0,0.0,0.0,-0.009000000000000008,-0.10800000000000004,0.0,-1.0,-1.0,-67.0,1.0,-0.41986700099999996,0.0,-1.0,0,2
91,0.0,0.0,0.0,-1.0,1.0,-0.136,-0.338,-1.0,0.0,1.0,-203.0,1.0,-0.041035193,-0.009000000000000008,0.0,2,2
92,-3.0,2.0,-4.0,-1.0,-1.0,-0.09299999999999997,-0.434,0.0,-13.0,-3.0,-261.0,-3.0,-2.1612299530000003,0.01999999999999999,0.0,2,2
93,2.0,1.0,-2.0,3.0,1.0,0.07999999999999996,0.19199999999999995,0.0,6.0,0.0,121.0,2.0,1.823714082,-0.043000000000000003,0.0,1,1
94,7.0,-3.0,4.0,0.0,1.0,0.04600000000000004,0.246,0.0,9.0,2.0,144.0,5.0,0.26532777399999974,-0.0050000000000000044,-1.0,0,1
95,2.0,0.0,-1.0,2.0,-1.0,0.31300000000000006,0.6619999999999999,0.0,4.0,0.0,408.0,2.0,0.2123506959999999,-0.16000000000000003,1.0,1,1
96,1.0,0.0,0.0,-2.0,-2.0,-0.17700000000000005,-0.42,0.0,-3.0,-1.0,-222.0,0.0,-1.0520683935,0.019000000000000017,0.0,2,2
97,0.0,-1.0,-2.0,1.0,0.0,0.07999999999999996,0.30400000000000005,0.0,7.0,2.0,161.0,0.0,0.48187521899999997,-0.048000000000000015,0.0,1,1
98,-2.0,-1.0,1.0,-2.0,2.0,-0.11099999999999999,-0.318,0.0,-8.0,-3.0,-196.0,-3.0,-1.83055671,0.067,0.0,2,2
99,-1.0,2.0,-1.0,2.0,0.0,-0.11099999999999999,-0.35800000000000004,0.0,2.0,0.0,-214.0,1.0,0.4060900289999999,0.02200000000000002,-2.0,1,1
100,0.0,0.0,1.0,1.0,-4.0,-0.10399999999999998,-0.36000000000000004,0.0,0.0,0.0,-232.0,0.0,0.34204064400000006,-0.025999999999999995,0.0,1,0
101,0.0,0.0,1.0,-1.0,-2.0,-0.11699999999999999,-0.314,0.0,1.0,-1.0,-200.0,3.0,0.437819898,0.09200000000000001,-1.0,2,2
102,-6.0,0.0,3.0,1.0,-1.0,-0.22499999999999998,-0.6020000000000001,0.0,-5.0,-1.0,-354.0,-2.0,0.474120298,0.109,0.0,1,1
103,-4.0,1.0,-1.0,-1.0,-3.0,-0.07300000000000006,-0.20399999999999996,0.0,-4.0,1.0,-117.0,-4.0,-0.6511187530000002,0.091,1.0,2,2
104,1.0,-1.0,3.0,2.0,4.0,0.20200000000000007,0.536,0.0,4.0,2.0,328.0,0.0,0.6230970840000001,-0.04799999999999999,-1.0,1,1
105,2.0,0.0,1.0,0.0,-1.0,0.126,0.28200000000000003,0.0,3.0,2.0,165.0,0.0,0.383803326,-0.254,1.0,0,1
106,-2.0,4.0,-4.0,-1.0,0.0,-0.05600000000000005,-0.13799999999999996,0.0,-4.0,0.0,-77.0,-2.0,-0.5555897949999999,0.08,2.0,2,2
107,2.0,0.0,1.0,1.0,0.0,0.10399999999999998,0.262,0.0,6.0,0.0,141.0,1.0,0.913836298,-0.015,-1.0,1,1
108,2.0,-1.0,3.0,2.0,-1.0,0.15500000000000003,0.5,0.0,10.0,2.0,313.0,5.0,2.0942706354999996,-0.091,0.0,1,1
109,8.0,-2.0,0.0,1.0,2.0,0.30900000000000005,0.6619999999999999,0.0,10.0,4.0,369.0,3.0,1.196025162,-0.135,0.0,1,0
110,0.0,0.0,0.0,0.0,1.0,0.11499999999999999,0.322,0.0,-1.0,0.0,190.0,1.0,0.14536200949999994,0.007999999999999993,0.0,0,1
111,0.0,2.0,1.0,-1.0,-1.0,-0.05900000000000005,-0.31200000000000006,0.0,-7.0,-4.0,-178.0,-4.0,-2.194675944,0.11399999999999999,0.0,2,2
112,0.0,-1.0,1.0,0.0,0.0,0.03700000000000003,-0.03400000000000003,0.0,1.0,-1.0,-19.0,0.0,0.8619487120000001,0.04100000000000001,0.0,0,1
113,-1.0,-1.0,0.0,3.0,0.0,0.14,0.42,0.0,4.0,1.0,231.0,1.0,1.8001552650000001,-0.127,0.0,1,1
114,1.0,-1.0,-1.0,1.0,0.0,0.246,0.6180000000000001,0.0,2.0,-1.0,403.0,0.0,-0.29899726800000004,-0.091,-1.0,1,1
115,-3.0,3.0,-4.0,-1.0,1.0,-0.15300000000000002,-0.542,0.0,-5.0,-2.0,-298.0,0.0,-0.7092294360000002,0.09699999999999999,0.0,2,0
116,-3.0,-1.0,3.0,0.0,1.0,0.03500000000000003,0.0040000000000000036,0.0,-9.0,-3.0,2.0,-3.0,-0.10414761600000011,-0.0020000000000000018,3.0,0,0
117,0.0,0.0,1.0,1.0,-1.0,-0.0040000000000000036,0.01200000000000001,0.0,-2.0,-2.0,8.0,0.0,0.0013174290000000088,0.04299999999999998,1.0,1,1
118,-3.0,0.0,-1.0,-1.0,-2.0,-0.09799999999999998,-0.434,0.0,-2.0,-2.0,-266.0,-1.0,0.09766356399999998,0.022000000000000006,1.0,2,2
119,1.0,2.0,-1.0,-1.0,-1.0,-0.11299999999999999,-0.28400000000000003,0.0,-2.0,3.0,-155.0,-4.0,-1.807115147,-0.031,-1.0,2,1
120,5.0,3.0,-2.0,3.0,2.0,0.10099999999999998,0.32,0.0,9.0,2.0,180.0,5.0,1.3191347050000002,-0.206,1.0,1,1
121,4.0,-1.0,-2.0,0.0,0.0,0.049000000000000044,0.10400000000000004,0.0,3.0,0.0,62.0,0.0,0.413128323,0.07699999999999999,0.0,0,0
122,4.0,-1.0,1.0,2.0,-2.0,0.128,0.38599999999999995,0.0,11.0,1.0,236.0,3.0,2.305959823,0.02600000000000001,0.0,1,1
123,1.0,-1.0,0.0,0.0,2.0,-0.10999999999999999,-0.45799999999999996,0.0,2.0,-1.0,-317.0,3.0,0.953777289,-0.024000000000000007,-2.0,0,1
124,6.0,0.0,0.0,-1.0,0.0,0.21799999999999997,0.5660000000000001,0.0,3.0,3.0,321.0,-1.0,0.08511944799999999,0.015000000000000013,0.0,2,2
125,0.0,-1.0,-1.0,-3.0,1.0,-0.10699999999999998,-0.274,0.0,-8.0,3.0,-153.0,-6.0,-2.068821294,0.04300000000000001,0.0,2,2
126,1.0,-1.0,1.0,0.0,2.0,0.10499999999999998,0.424,0.0,1.0,0.0,247.0,2.0,-0.29238654300000005,-0.03899999999999999,1.0,0,1
127,-2.0,-1.0,2.0,-1.0,0.0,-0.19100000000000006,-0.45799999999999996,0.0,-3.0,-1.0,-273.0,-1.0,-0.739954999,-0.00899999999999998,0.0,2,2
128,1.0,0.0,-2.0,0.0,0.0,0.05799999999999994,0.16999999999999998,0.0,3.0,-1.0,100.0,2.0,0.26172713200000003,0.11199999999999999,2.0,0,1
129,4.0,-3.0,3.0,0.0,2.0,0.17800000000000005,0.496,0.0,0.0,0.0,314.0,-2.0,-0.1889346,-0.10099999999999999,-1.0,0,1
130,1.0,2.0,-4.0,-1.0,-1.0,0.15000000000000002,0.432,0.0,3.0,-1.0,236.0,3.0,-0.6046191300000001,0.069,-1.0,2,2
131,0.0,-2.0,3.0,1.0,-1.0,0.09899999999999998,0.18799999999999994,0.0,2.0,0.0,103.0,2.0,0.805049288,-0.04100000000000001,1.0,1,1
132,0.0,3.0,-1.0,2.0,-1.0,0.11499999999999999,0.29400000000000004,0.0,7.0,2.0,148.0,2.0,0.719131832,-0.06999999999999999,-1.0,1,1
